# zspec, RA, DEC, mu, mg, mr, mi, mz, logExp, logDev, pz_zebra, pz_NN, pz_NN_Err
3.752099999999999880e-01 3.817401000000000266e+01 5.537400000000000100e-01 2.162199999999999989e+01 2.144300000000000139e+01 2.038200000000000145e+01 2.006800000000000139e+01 2.009700000000000131e+01 4.000000000000000000e+00 8.000000000000000000e+00 4.550000000000000155e-01 4.139700000000000046e-01 8.165999999999999648e-02
3.752099999999999880e-01 3.723483000000000231e+01 4.286900000000000155e-01 2.647700000000000031e+01 2.191199999999999903e+01 2.039199999999999946e+01 1.972599999999999909e+01 1.936299999999999955e+01 1.100000000000000000e+01 5.100000000000000000e+01 4.475000000000000089e-01 3.809799999999999853e-01 5.160000000000000003e-02
3.755100000000000104e-01 3.517262799999999743e+02 1.516999999999999946e-02 -1.789999999999999925e-01 2.226899999999999835e+01 2.119300000000000139e+01 2.100000000000000000e+01 2.033399999999999963e+01 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000111e-01 3.741599999999999926e-01 1.147500000000000048e-01
3.755999999999999894e-01 3.663593999999999795e+01 6.493600000000000483e-01 2.939099999999999824e+01 2.177199999999999847e+01 2.037900000000000134e+01 1.994900000000000162e+01 1.929599999999999937e+01 0.000000000000000000e+00 8.000000000000000000e+00 4.774999999999999800e-01 nan -9.999000000000000000e+03
3.756399999999999739e-01 3.753294999999999959e+01 5.866700000000000248e-01 -1.630000000000000060e-01 2.175000000000000000e+01 2.055499999999999972e+01 2.018900000000000006e+01 2.035900000000000176e+01 1.400000000000000000e+01 2.600000000000000000e+01 1.875000000000000000e-01 3.850899999999999879e-01 8.218999999999999917e-02
3.757199999999999984e-01 3.696768000000000143e+01 4.704699999999999993e-01 2.303200000000000003e+01 2.186799999999999855e+01 2.105999999999999872e+01 2.105999999999999872e+01 2.105099999999999838e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.824999999999999734e-01 3.296399999999999886e-01 8.973000000000000420e-02
3.758799999999999919e-01 3.524789499999999975e+02 3.653299999999999881e-01 2.180999999999999872e+01 2.071000000000000085e+01 1.935399999999999920e+01 1.887699999999999889e+01 1.852199999999999847e+01 2.480000000000000000e+02 7.500000000000000000e+01 4.774999999999999800e-01 2.970800000000000107e-01 5.994000000000000022e-02
3.759000000000000119e-01 3.668943000000000154e+01 4.938199999999999812e-01 2.113299999999999912e+01 2.039699999999999847e+01 1.939499999999999957e+01 1.899899999999999878e+01 1.867299999999999827e+01 1.100000000000000000e+02 6.700000000000000000e+02 4.500000000000000111e-01 3.410900000000000043e-01 5.390000000000000346e-02
3.760000000000000009e-01 3.341464100000000030e+02 1.142370000000000108e+00 2.284700000000000131e+01 2.170100000000000051e+01 2.095700000000000074e+01 2.080799999999999983e+01 2.083200000000000074e+01 5.000000000000000000e+00 7.000000000000000000e+00 2.300000000000000100e-01 3.501500000000000168e-01 7.989999999999999880e-02
3.760000000000000009e-01 3.349585299999999961e+02 8.516899999999999471e-01 2.230699999999999861e+01 2.201300000000000168e+01 2.052799999999999869e+01 1.992699999999999960e+01 1.949099999999999966e+01 3.300000000000000000e+01 3.000000000000000000e+00 5.524999999999999911e-01 5.153400000000000203e-01 7.789999999999999702e-02
3.760000000000000009e-01 2.137698900000000037e+02 5.209785999999999717e+01 -4.949999999999999956e-01 2.239099999999999824e+01 2.068700000000000117e+01 1.996600000000000108e+01 1.983299999999999841e+01 6.000000000000000000e+00 1.100000000000000000e+01 4.450000000000000067e-01 4.164300000000000224e-01 3.883000000000000340e-02
3.760000000000000009e-01 2.137755899999999940e+02 5.209723999999999933e+01 2.265099999999999980e+01 2.235900000000000176e+01 2.145599999999999952e+01 2.116000000000000014e+01 2.067599999999999838e+01 9.300000000000000000e+01 6.600000000000000000e+01 4.425000000000000044e-01 4.297300000000000009e-01 1.049100000000000033e-01
3.766800000000000148e-01 3.701413999999999760e+01 6.627999999999999448e-01 2.366000000000000014e+01 2.240800000000000125e+01 2.159799999999999898e+01 2.128900000000000148e+01 2.264199999999999946e+01 9.100000000000000000e+01 1.090000000000000000e+02 2.349999999999999867e-01 4.559300000000000019e-01 7.198999999999999844e-02
3.767900000000000138e-01 3.516900699999999915e+02 1.961100000000000065e-01 2.477799999999999869e+01 2.187000000000000099e+01 2.097599999999999909e+01 2.088400000000000034e+01 2.062300000000000111e+01 5.300000000000000000e+01 4.800000000000000000e+01 2.525000000000000022e-01 4.613200000000000078e-01 8.735999999999999321e-02
3.770000000000000018e-01 3.340020200000000159e+02 1.215810000000000057e+00 2.405300000000000082e+01 2.143299999999999983e+01 1.961199999999999832e+01 1.905199999999999960e+01 1.873000000000000043e+01 6.600000000000000000e+01 3.000000000000000000e+00 3.225000000000000089e-01 3.775299999999999767e-01 3.289999999999999869e-02
3.770000000000000018e-01 3.337770399999999995e+02 7.055399999999999450e-01 2.307100000000000151e+01 2.197500000000000142e+01 2.120100000000000051e+01 2.097100000000000009e+01 2.132499999999999929e+01 1.200000000000000000e+01 4.000000000000000000e+00 2.399999999999999911e-01 5.584099999999999620e-01 1.213599999999999957e-01
3.770499999999999963e-01 3.516702500000000100e+02 2.306499999999999939e-01 2.489799999999999969e+01 2.175300000000000011e+01 2.100300000000000011e+01 2.076899999999999835e+01 2.016499999999999915e+01 6.000000000000000000e+01 1.980000000000000000e+02 1.849999999999999978e-01 3.125100000000000100e-01 1.038599999999999940e-01
3.780000000000000027e-01 2.153167300000000068e+02 5.303961000000000325e+01 2.234900000000000020e+01 2.130099999999999838e+01 1.963800000000000168e+01 1.906899999999999906e+01 1.860800000000000054e+01 1.180000000000000000e+02 3.300000000000000000e+01 3.925000000000000155e-01 3.671099999999999919e-01 3.282999999999999807e-02
3.780000000000000027e-01 2.149519099999999980e+02 5.312550999999999846e+01 2.519999999999999929e+01 2.276000000000000156e+01 2.108899999999999864e+01 2.062500000000000000e+01 2.027499999999999858e+01 1.100000000000000000e+01 3.400000000000000000e+01 3.425000000000000266e-01 3.826700000000000101e-01 5.369000000000000161e-02
3.780000000000000027e-01 2.145701400000000092e+02 5.246629000000000076e+01 2.352299999999999969e+01 2.216600000000000037e+01 2.049399999999999977e+01 1.982999999999999829e+01 1.949399999999999977e+01 3.000000000000000000e+00 2.800000000000000000e+01 4.199999999999999845e-01 3.227400000000000269e-01 5.403999999999999776e-02
3.780000000000000027e-01 2.153381899999999973e+02 5.300759999999999650e+01 -3.790000000000000036e-01 2.176399999999999935e+01 1.996000000000000085e+01 1.923600000000000065e+01 1.886700000000000088e+01 2.300000000000000000e+02 1.090000000000000000e+02 4.124999999999999778e-01 4.278299999999999881e-01 1.947000000000000119e-02
3.780000000000000027e-01 2.143952999999999918e+02 5.246457000000000193e+01 2.164600000000000080e+01 2.110500000000000043e+01 1.991100000000000136e+01 1.940399999999999991e+01 1.907300000000000040e+01 9.000000000000000000e+00 1.000000000000000000e+00 5.124999999999999556e-01 4.116199999999999859e-01 8.551000000000000267e-02
3.780000000000000027e-01 3.334929900000000202e+02 8.107000000000000317e-02 -2.109999999999999931e-01 2.194300000000000139e+01 2.030000000000000071e+01 1.993299999999999983e+01 1.928200000000000003e+01 5.900000000000000000e+01 3.000000000000000000e+00 3.425000000000000266e-01 4.089599999999999902e-01 4.268999999999999878e-02
3.781399999999999761e-01 3.516114200000000096e+02 3.403200000000000114e-01 2.273999999999999844e+01 2.131800000000000139e+01 1.995700000000000074e+01 1.943100000000000094e+01 1.887999999999999901e+01 3.410000000000000000e+02 2.590000000000000000e+02 4.274999999999999911e-01 3.762800000000000034e-01 7.667999999999999816e-02
3.783900000000000041e-01 3.701637000000000199e+01 6.663499999999999979e-01 2.234299999999999997e+01 2.260600000000000165e+01 2.129299999999999926e+01 2.110999999999999943e+01 2.125700000000000145e+01 1.250000000000000000e+02 1.830000000000000000e+02 4.299999999999999933e-01 4.170200000000000018e-01 1.264200000000000046e-01
3.787300000000000111e-01 3.664488000000000056e+01 3.849000000000000199e-01 2.365200000000000102e+01 2.142200000000000060e+01 1.978099999999999881e+01 1.915800000000000125e+01 1.870499999999999829e+01 2.200000000000000000e+02 3.000000000000000000e+00 4.099999999999999756e-01 3.790999999999999925e-01 3.418000000000000205e-02
3.789199999999999791e-01 3.531636700000000246e+02 2.306499999999999939e-01 -2.250000000000000056e-01 2.259600000000000009e+01 2.096300000000000097e+01 2.061100000000000065e+01 2.006299999999999883e+01 6.600000000000000000e+01 6.300000000000000000e+01 3.425000000000000266e-01 3.641400000000000192e-01 8.569000000000000228e-02
3.790000000000000036e-01 2.143870699999999943e+02 5.239327999999999719e+01 2.228800000000000026e+01 2.183099999999999952e+01 2.093199999999999861e+01 2.073699999999999832e+01 2.019399999999999906e+01 1.700000000000000000e+01 2.600000000000000000e+01 3.325000000000000178e-01 3.613199999999999745e-01 1.124099999999999960e-01
3.790000000000000036e-01 2.148026700000000062e+02 5.289110000000000156e+01 2.190800000000000125e+01 2.126200000000000045e+01 1.949899999999999878e+01 1.897100000000000009e+01 1.843700000000000117e+01 1.260000000000000000e+02 2.500000000000000000e+01 3.624999999999999889e-01 3.799699999999999744e-01 3.908999999999999975e-02
3.790000000000000036e-01 3.343096499999999764e+02 6.128299999999999859e-01 2.331599999999999895e+01 2.206899999999999906e+01 2.121199999999999974e+01 2.092999999999999972e+01 2.074899999999999878e+01 9.000000000000000000e+00 5.000000000000000000e+00 2.500000000000000000e-01 4.959600000000000120e-01 1.127500000000000030e-01
3.790000000000000036e-01 2.140282400000000109e+02 5.234311000000000291e+01 2.338200000000000145e+01 2.180900000000000105e+01 2.079700000000000060e+01 2.035500000000000043e+01 2.013800000000000168e+01 3.000000000000000000e+01 2.800000000000000000e+01 1.300000000000000044e-01 3.795799999999999730e-01 1.226099999999999968e-01
3.790000000000000036e-01 3.354307299999999827e+02 7.626100000000000101e-01 2.186400000000000077e+01 2.053800000000000026e+01 1.938400000000000034e+01 1.898000000000000043e+01 1.854599999999999937e+01 2.100000000000000000e+01 2.401000000000000000e+03 2.625000000000000111e-01 3.202499999999999791e-01 6.574000000000000676e-02
3.790000000000000036e-01 2.151325500000000090e+02 5.297281000000000262e+01 2.275000000000000000e+01 2.121300000000000097e+01 1.947200000000000131e+01 1.884100000000000108e+01 1.842500000000000071e+01 8.870000000000000000e+02 1.000000000000000000e+01 3.925000000000000155e-01 3.791499999999999870e-01 2.629000000000000087e-02
3.790399999999999880e-01 3.753672000000000253e+01 5.880800000000000471e-01 2.265099999999999980e+01 2.131400000000000006e+01 2.043400000000000105e+01 2.013700000000000045e+01 2.003399999999999892e+01 9.000000000000000000e+00 7.000000000000000000e+00 2.625000000000000111e-01 3.558799999999999741e-01 6.729999999999999871e-02
3.792099999999999915e-01 3.523181400000000281e+02 1.037899999999999934e-01 2.256700000000000017e+01 2.220200000000000173e+01 2.095700000000000074e+01 2.064600000000000080e+01 2.084600000000000009e+01 5.700000000000000000e+01 6.300000000000000000e+01 4.174999999999999822e-01 4.376200000000000090e-01 1.060699999999999976e-01
3.799299999999999899e-01 3.711037999999999926e+01 4.479299999999999948e-01 -6.189999999999999947e-01 2.272800000000000153e+01 2.132999999999999829e+01 2.060500000000000043e+01 2.012699999999999889e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.749999999999999778e-01 4.978500000000000147e-01 3.889999999999999708e-02
3.800000000000000044e-01 3.341534700000000271e+02 6.180700000000000083e-01 2.265200000000000102e+01 2.237099999999999866e+01 2.080000000000000071e+01 2.026899999999999835e+01 1.974800000000000111e+01 1.000000000000000000e+00 0.000000000000000000e+00 3.875000000000000111e-01 4.033100000000000018e-01 6.400000000000000133e-02
3.802599999999999869e-01 3.769019999999999726e+01 5.607199999999999962e-01 2.397299999999999898e+01 2.235399999999999920e+01 2.127700000000000102e+01 2.092399999999999949e+01 2.027499999999999858e+01 0.000000000000000000e+00 1.000000000000000000e+00 1.849999999999999978e-01 3.892100000000000004e-01 1.315000000000000058e-01
3.804000000000000159e-01 3.752938000000000329e+01 7.184599999999999875e-01 2.375900000000000034e+01 2.251699999999999946e+01 2.157400000000000162e+01 2.132700000000000173e+01 2.098000000000000043e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.974999999999999867e-01 3.645900000000000252e-01 8.081000000000000683e-02
3.810000000000000053e-01 3.335191699999999742e+02 1.158749999999999947e+00 2.302700000000000102e+01 2.264799999999999969e+01 2.163800000000000168e+01 2.162300000000000111e+01 2.135200000000000031e+01 5.000000000000000000e+00 8.000000000000000000e+00 3.325000000000000178e-01 3.706400000000000250e-01 6.679999999999999827e-02
3.810000000000000053e-01 3.335425399999999740e+02 1.181300000000000017e+00 2.304400000000000048e+01 2.099599999999999866e+01 1.945400000000000063e+01 1.896499999999999986e+01 1.857600000000000051e+01 3.540000000000000000e+02 4.600000000000000000e+01 3.649999999999999911e-01 3.151800000000000157e-01 4.299000000000000044e-02
3.810000000000000053e-01 2.141843700000000013e+02 5.218368999999999858e+01 2.255999999999999872e+01 2.199699999999999989e+01 2.123999999999999844e+01 2.102400000000000091e+01 2.099899999999999878e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.925000000000000155e-01 4.112899999999999889e-01 1.048000000000000043e-01
3.815200000000000258e-01 3.518232499999999732e+02 2.269500000000000128e-01 -4.399999999999999745e-02 2.173000000000000043e+01 2.140899999999999892e+01 2.126000000000000156e+01 2.126000000000000156e+01 1.000000000000000000e+00 1.400000000000000000e+01 6.750000000000000444e-02 1.420399999999999996e-01 9.170000000000000373e-02
3.815600000000000103e-01 3.730516999999999683e+01 4.499500000000000166e-01 2.288800000000000168e+01 2.328600000000000136e+01 2.145400000000000063e+01 2.078500000000000014e+01 2.048300000000000054e+01 2.200000000000000000e+01 7.800000000000000000e+01 5.799999999999999600e-01 4.336900000000000199e-01 5.537000000000000255e-02
3.820000000000000062e-01 3.354070199999999886e+02 6.964599999999999680e-01 -1.299999999999999940e-02 2.217599999999999838e+01 2.177499999999999858e+01 2.121900000000000119e+01 2.175400000000000134e+01 1.800000000000000000e+01 1.000000000000000000e+01 6.750000000000000444e-02 4.925499999999999878e-01 1.572600000000000109e-01
3.821300000000000252e-01 3.521457500000000209e+02 -2.640999999999999945e-02 2.175799999999999912e+01 2.114799999999999969e+01 1.984499999999999886e+01 1.936599999999999966e+01 1.908500000000000085e+01 9.700000000000000000e+01 9.640000000000000000e+02 4.824999999999999845e-01 3.898499999999999743e-01 7.295999999999999708e-02
3.824799999999999867e-01 3.737386000000000053e+01 7.034399999999999542e-01 2.309799999999999898e+01 2.150199999999999889e+01 1.983500000000000085e+01 1.928600000000000136e+01 1.897400000000000020e+01 7.500000000000000000e+01 1.200000000000000000e+01 3.150000000000000022e-01 3.579300000000000259e-01 2.590999999999999900e-02
3.825700000000000212e-01 3.682016999999999740e+01 3.919799999999999951e-01 2.354799999999999827e+01 2.186100000000000065e+01 2.111199999999999832e+01 2.105600000000000094e+01 2.096900000000000119e+01 1.000000000000000000e+00 1.000000000000000000e+00 2.575000000000000067e-01 3.194299999999999917e-01 9.270000000000000462e-02
3.830700000000000216e-01 3.762845999999999691e+01 7.097900000000000320e-01 2.268700000000000117e+01 2.241100000000000136e+01 2.085699999999999932e+01 2.049800000000000111e+01 2.005699999999999861e+01 2.500000000000000000e+01 7.500000000000000000e+01 4.425000000000000044e-01 3.934300000000000019e-01 7.499999999999999722e-02
3.833599999999999786e-01 3.525947100000000205e+02 -1.799999999999999951e-03 2.316499999999999915e+01 2.148000000000000043e+01 2.043199999999999861e+01 2.012300000000000111e+01 1.988100000000000023e+01 3.600000000000000000e+01 1.150000000000000000e+02 3.125000000000000000e-01 3.949300000000000033e-01 9.464999999999999802e-02
3.836200000000000165e-01 3.723557999999999879e+01 4.506700000000000150e-01 2.305699999999999861e+01 2.203099999999999881e+01 2.094500000000000028e+01 2.061499999999999844e+01 2.068499999999999872e+01 4.600000000000000000e+01 2.200000000000000000e+01 3.524999999999999800e-01 4.317400000000000126e-01 1.066000000000000003e-01
3.836600000000000010e-01 3.801053000000000281e+01 7.559399999999999453e-01 2.410399999999999920e+01 2.485500000000000043e+01 2.143599999999999994e+01 2.049599999999999866e+01 2.015099999999999980e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.050000000000000044e-01 3.980699999999999794e-01 3.175000000000000044e-02
3.838500000000000245e-01 3.516127700000000118e+02 1.527000000000000024e-01 2.388800000000000168e+01 2.220799999999999841e+01 2.094800000000000040e+01 2.067800000000000082e+01 2.142299999999999827e+01 5.000000000000000000e+00 1.700000000000000000e+01 3.674999999999999933e-01 3.755600000000000049e-01 1.266899999999999971e-01
3.839899999999999980e-01 3.814703999999999695e+01 7.706699999999999662e-01 2.295599999999999952e+01 2.262199999999999989e+01 2.114499999999999957e+01 2.073300000000000054e+01 2.062999999999999901e+01 2.400000000000000000e+01 5.000000000000000000e+01 4.525000000000000133e-01 4.994399999999999951e-01 1.019899999999999973e-01
3.840000000000000080e-01 3.344982499999999845e+02 5.279800000000000049e-01 2.231099999999999994e+01 2.243599999999999994e+01 2.177799999999999869e+01 2.130099999999999838e+01 2.146399999999999864e+01 1.000000000000000000e+00 3.000000000000000000e+00 5.500000000000000444e-01 6.878900000000000015e-01 1.497199999999999920e-01
3.840000000000000080e-01 3.343030600000000163e+02 1.449000000000000010e-01 -3.330000000000000182e-01 2.237699999999999889e+01 2.054100000000000037e+01 1.991000000000000014e+01 1.934799999999999898e+01 7.800000000000000000e+01 4.600000000000000000e+01 3.950000000000000178e-01 4.102399999999999936e-01 3.984000000000000041e-02
3.840000000000000080e-01 2.136210800000000063e+02 5.218469999999999942e+01 2.246900000000000119e+01 2.187999999999999901e+01 2.107600000000000051e+01 2.109900000000000020e+01 2.091799999999999926e+01 4.600000000000000000e+01 9.100000000000000000e+01 3.225000000000000089e-01 3.890100000000000224e-01 6.850000000000000533e-02
3.840000000000000080e-01 3.345582299999999805e+02 5.530300000000000216e-01 2.336899999999999977e+01 2.137800000000000011e+01 2.052400000000000091e+01 2.014499999999999957e+01 2.010300000000000153e+01 6.900000000000000000e+01 1.810000000000000000e+02 2.625000000000000111e-01 3.795200000000000240e-01 8.654000000000000581e-02
3.840100000000000180e-01 3.529352400000000216e+02 -2.459000000000000075e-02 2.246699999999999875e+01 2.194500000000000028e+01 2.111199999999999832e+01 2.092299999999999827e+01 2.077700000000000102e+01 1.000000000000000000e+00 4.000000000000000000e+00 3.800000000000000044e-01 3.753900000000000015e-01 8.705000000000000238e-02
3.840700000000000225e-01 3.674199000000000126e+01 3.684100000000000152e-01 -2.369999999999999885e-01 2.258800000000000097e+01 2.092000000000000171e+01 2.051899999999999835e+01 2.008800000000000097e+01 4.600000000000000000e+01 5.800000000000000000e+01 3.425000000000000266e-01 3.882599999999999940e-01 4.929999999999999660e-02
3.840700000000000225e-01 3.722733000000000203e+01 4.621399999999999952e-01 2.196399999999999864e+01 2.201099999999999923e+01 2.138299999999999912e+01 2.090200000000000102e+01 2.053200000000000003e+01 4.000000000000000000e+00 3.000000000000000000e+00 6.199999999999999956e-01 6.368899999999999562e-01 1.316599999999999993e-01
3.842900000000000205e-01 3.778965999999999781e+01 7.205200000000000493e-01 2.145400000000000063e+01 2.056500000000000128e+01 1.952700000000000102e+01 1.912300000000000111e+01 1.881099999999999994e+01 3.420000000000000000e+02 2.648000000000000000e+03 4.375000000000000000e-01 3.152599999999999847e-01 4.102999999999999703e-02
3.843500000000000250e-01 3.515482700000000023e+02 1.809600000000000097e-01 2.133800000000000097e+01 2.022800000000000153e+01 1.902100000000000080e+01 1.853500000000000014e+01 1.815899999999999892e+01 6.630000000000000000e+02 5.000000000000000000e+02 4.849999999999999867e-01 2.176700000000000024e-01 3.789000000000000007e-02
3.846700000000000119e-01 3.671723000000000070e+01 5.235699999999999799e-01 -7.760000000000000231e-01 2.333999999999999986e+01 2.131500000000000128e+01 2.109799999999999898e+01 2.082000000000000028e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.524999999999999800e-01 4.510700000000000265e-01 6.432000000000000217e-02
3.850000000000000089e-01 2.150714000000000112e+02 5.294592999999999705e+01 2.262000000000000099e+01 2.199299999999999855e+01 2.078699999999999903e+01 2.038599999999999923e+01 2.017699999999999960e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.349999999999999978e-01 4.066299999999999915e-01 6.789000000000000590e-02
3.850000000000000089e-01 3.342636100000000283e+02 1.099099999999999938e-01 2.248300000000000054e+01 2.156299999999999883e+01 2.024599999999999866e+01 1.967500000000000071e+01 1.932100000000000151e+01 0.000000000000000000e+00 2.000000000000000000e+01 5.324999999999999734e-01 4.091199999999999837e-01 7.782999999999999641e-02
3.850000000000000089e-01 2.136193499999999972e+02 5.215592999999999790e+01 2.673499999999999943e+01 2.254799999999999827e+01 2.142299999999999827e+01 2.088500000000000156e+01 2.021999999999999886e+01 0.000000000000000000e+00 2.000000000000000000e+00 2.250000000000000056e-01 4.736299999999999955e-01 1.067099999999999993e-01
3.850000000000000089e-01 3.345144199999999728e+02 1.180979999999999919e+00 2.132199999999999918e+01 2.071799999999999997e+01 1.971199999999999974e+01 1.944000000000000128e+01 1.927599999999999980e+01 2.350000000000000000e+02 1.200000000000000000e+02 3.624999999999999889e-01 2.274200000000000110e-01 5.695000000000000062e-02
3.854299999999999948e-01 3.765223999999999904e+01 6.484900000000000109e-01 2.334100000000000108e+01 2.193100000000000094e+01 2.051099999999999923e+01 2.003999999999999915e+01 1.946600000000000108e+01 1.700000000000000000e+01 1.000000000000000000e+01 3.925000000000000155e-01 4.167299999999999893e-01 5.535000000000000336e-02
3.856700000000000128e-01 3.718907999999999703e+01 6.591900000000000537e-01 2.289300000000000068e+01 2.117999999999999972e+01 1.978900000000000148e+01 1.926500000000000057e+01 1.906200000000000117e+01 3.090000000000000000e+02 8.500000000000000000e+01 2.099999999999999922e-01 3.195500000000000007e-01 5.802000000000000213e-02
3.859199999999999853e-01 3.520034099999999739e+02 2.287200000000000066e-01 -2.999999999999999889e-02 2.260999999999999943e+01 2.170200000000000173e+01 2.144699999999999918e+01 2.138299999999999912e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.250000000000000056e-01 3.988300000000000178e-01 1.113500000000000045e-01
3.860000000000000098e-01 2.135613600000000076e+02 5.213607999999999976e+01 2.230699999999999861e+01 2.189699999999999847e+01 2.083999999999999986e+01 2.076399999999999935e+01 2.020700000000000074e+01 1.100000000000000000e+01 2.400000000000000000e+01 3.325000000000000178e-01 3.951100000000000168e-01 7.722999999999999310e-02
3.860000000000000098e-01 2.150258200000000102e+02 5.303437000000000268e+01 2.655600000000000094e+01 2.143100000000000094e+01 2.038400000000000034e+01 1.982999999999999829e+01 1.955000000000000071e+01 2.690000000000000000e+02 2.080000000000000000e+02 1.524999999999999967e-01 3.548200000000000243e-01 1.204100000000000031e-01
3.860000000000000098e-01 2.141268200000000093e+02 5.227862999999999971e+01 -5.060000000000000053e-01 2.268700000000000117e+01 2.143900000000000006e+01 2.122500000000000142e+01 2.071000000000000085e+01 1.800000000000000000e+01 2.500000000000000000e+01 3.200000000000000067e-01 3.904699999999999838e-01 1.023199999999999943e-01
3.861700000000000133e-01 3.809816000000000003e+01 4.456999999999999851e-01 2.192000000000000171e+01 2.192599999999999838e+01 2.101999999999999957e+01 2.078399999999999892e+01 2.034700000000000131e+01 2.100000000000000000e+01 1.000000000000000000e+01 4.425000000000000044e-01 5.435499999999999776e-01 1.450100000000000000e-01
3.863400000000000167e-01 3.777467000000000041e+01 6.660500000000000309e-01 2.200000000000000000e+01 2.072899999999999920e+01 1.932400000000000162e+01 1.868799999999999883e+01 1.835900000000000176e+01 1.100000000000000000e+01 1.120000000000000000e+02 5.074999999999999512e-01 3.918200000000000016e-01 4.617999999999999883e-02
3.864199999999999857e-01 3.675751999999999953e+01 5.462900000000000533e-01 2.223999999999999844e+01 2.180600000000000094e+01 2.056800000000000139e+01 2.007000000000000028e+01 1.982000000000000028e+01 1.800000000000000000e+01 1.300000000000000000e+01 4.974999999999999978e-01 3.346999999999999975e-01 6.887000000000000066e-02
3.864299999999999957e-01 3.692231000000000307e+01 4.685900000000000065e-01 -2.069999999999999896e-01 2.260999999999999943e+01 2.122400000000000020e+01 2.074699999999999989e+01 2.010300000000000153e+01 4.100000000000000000e+01 4.300000000000000000e+01 2.874999999999999778e-01 4.078800000000000203e-01 6.902999999999999414e-02
3.866499999999999937e-01 3.669236999999999682e+01 5.895599999999999730e-01 2.412199999999999989e+01 2.219999999999999929e+01 2.091900000000000048e+01 2.019900000000000162e+01 1.963500000000000156e+01 2.000000000000000000e+00 0.000000000000000000e+00 6.199999999999999956e-01 4.276900000000000146e-01 7.313999999999999668e-02
3.867300000000000182e-01 3.811334000000000088e+01 7.825800000000000534e-01 2.235600000000000165e+01 2.184100000000000108e+01 1.997800000000000153e+01 1.937999999999999901e+01 1.898600000000000065e+01 6.720000000000000000e+02 1.350000000000000000e+02 3.425000000000000266e-01 3.924900000000000055e-01 3.744999999999999718e-02
3.870000000000000107e-01 3.336897599999999784e+02 1.112319999999999975e+00 2.299800000000000111e+01 2.177400000000000091e+01 2.111400000000000077e+01 2.104700000000000060e+01 -5.949999999999999734e-01 2.700000000000000000e+01 5.800000000000000000e+01 2.300000000000000100e-01 3.237700000000000022e-01 1.238500000000000018e-01
3.870000000000000107e-01 2.137909199999999998e+02 5.209416000000000224e+01 2.667399999999999949e+01 2.348400000000000176e+01 2.161499999999999844e+01 2.117000000000000171e+01 2.106500000000000128e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.524999999999999800e-01 3.681499999999999773e-01 5.756000000000000005e-02
3.870000000000000107e-01 2.135702900000000000e+02 5.214685000000000059e+01 2.496900000000000119e+01 2.127400000000000091e+01 1.970899999999999963e+01 1.916100000000000136e+01 1.877100000000000080e+01 1.900000000000000000e+02 1.000000000000000000e+01 2.725000000000000200e-01 3.406399999999999983e-01 4.685000000000000275e-02
3.870000000000000107e-01 2.136077600000000132e+02 5.216257999999999839e+01 2.201000000000000156e+01 2.146199999999999974e+01 2.048100000000000165e+01 2.025000000000000000e+01 2.025100000000000122e+01 0.000000000000000000e+00 4.000000000000000000e+00 3.499999999999999778e-01 4.171300000000000008e-01 8.296000000000000596e-02
3.872200000000000086e-01 3.518912599999999884e+02 -4.499999999999999833e-02 -3.400000000000000244e-02 2.249099999999999966e+01 2.157499999999999929e+01 2.131800000000000139e+01 2.139399999999999835e+01 8.500000000000000000e+01 8.000000000000000000e+01 2.000000000000000111e-01 8.094599999999999573e-01 1.415700000000000014e-01
3.878400000000000181e-01 3.781159999999999854e+01 5.922100000000000142e-01 2.272800000000000153e+01 2.262600000000000122e+01 2.174800000000000111e+01 2.163599999999999923e+01 2.169699999999999918e+01 2.000000000000000000e+00 5.000000000000000000e+00 3.425000000000000266e-01 3.814699999999999758e-01 1.345399999999999929e-01
3.880000000000000115e-01 2.147849799999999902e+02 5.301411000000000229e+01 2.182700000000000173e+01 2.143900000000000006e+01 2.043499999999999872e+01 1.999099999999999966e+01 1.965700000000000003e+01 5.000000000000000000e+00 7.100000000000000000e+01 5.074999999999999512e-01 4.582800000000000207e-01 7.950000000000000122e-02
3.880500000000000060e-01 3.732036000000000087e+01 5.712099999999999955e-01 2.161199999999999832e+01 2.084700000000000131e+01 1.978200000000000003e+01 1.940200000000000102e+01 1.899699999999999989e+01 6.400000000000000000e+01 9.730000000000000000e+02 4.349999999999999978e-01 3.559200000000000141e-01 8.334999999999999354e-02
3.883800000000000030e-01 3.687583000000000055e+01 7.497700000000000475e-01 2.337600000000000122e+01 2.223499999999999943e+01 2.107300000000000040e+01 2.074099999999999966e+01 2.045499999999999829e+01 2.010000000000000000e+02 3.990000000000000000e+02 3.825000000000000067e-01 3.755499999999999949e-01 1.296100000000000030e-01
